epoch,train_mse,val_mse
1,0.8248691123760974,0.6184298992156982
2,0.5004579294245732,0.5987603068351746
3,0.23394657224703722,0.6367000937461853
4,0.13726197911130267,0.5918921828269958
5,0.11326922557924382,0.49221330881118774
6,0.09883949292112973,0.40742307901382446
7,0.08726773915181393,0.32210299372673035
8,0.07712883597748861,0.24522677063941956
9,0.06822387492429667,0.2136879861354828
10,0.060413026616611853,0.17645688354969025
11,0.053615888268578216,0.15196777880191803
12,0.0478243632905748,0.1335197538137436
13,0.04330934958025038,0.11966197937726974
14,0.03963618697237846,0.10979688912630081
15,0.03671902627639334,0.10833583772182465
16,0.03448895784164684,0.1014765053987503
17,0.03274280563070206,0.09754688292741776
18,0.03140798713330306,0.09220065176486969
19,0.029992204405831342,0.08826763182878494
20,0.02891534615508142,0.0864710807800293
21,0.028038121374447927,0.08176886290311813
22,0.027232764708506024,0.07903384417295456
23,0.02662573000681227,0.07525093108415604
24,0.025963385311399183,0.07312475144863129
25,0.025450368954529224,0.07180903106927872
26,0.02506707824181495,0.06710448861122131
27,0.024582754115865236,0.06578186899423599
28,0.024297207501443274,0.065179243683815
29,0.023965054391545504,0.06370649486780167
30,0.023708038663433014,0.06245347484946251
31,0.02355320945943343,0.060812532901763916
32,0.02327300002489525,0.05946088582277298
33,0.023212101755924038,0.058962732553482056
34,0.022870673970019385,0.058732662349939346
35,0.02270420700775628,0.05813886970281601
36,0.022634585121143892,0.05749175697565079
37,0.022530169742611985,0.05762886255979538
38,0.022361605618090846,0.05737869441509247
39,0.022177977896007103,0.056182194501161575
40,0.0221052563458477,0.05579961836338043
41,0.022008453635508848,0.05533022806048393
42,0.021971940836816764,0.05562697723507881
43,0.021812176769936135,0.054903071373701096
44,0.021715060945479894,0.05484547093510628
45,0.021648158535533483,0.05609813705086708
46,0.02154648965338224,0.05472053587436676
47,0.021448694197024543,0.055019743740558624
48,0.021413453937130095,0.05306120216846466
49,0.021364320810145238,0.05499478057026863
50,0.02132215576831123,0.05429329350590706
51,0.021188798088882507,0.05420227348804474
52,0.021138033382602558,0.0545133575797081
53,0.021159783324990848,0.05265280231833458
54,0.02098836298540104,0.054949499666690826
55,0.021017786253721204,0.05372076481580734
56,0.021019147461483114,0.05264100804924965
57,0.020925343762497283,0.05565272644162178
58,0.020783897215074374,0.05463120713829994
59,0.020841839672866454,0.05377012863755226
60,0.02083815004506778,0.05335989221930504
61,0.02068477933447136,0.053559090942144394
62,0.02069825881391783,0.05390550196170807
63,0.02065094495373532,0.053683776408433914
64,0.020501911418148545,0.054079409688711166
65,0.020451232075066224,0.05303739383816719
66,0.0204401189760697,0.05576053634285927
67,0.020347834910927176,0.05239950120449066
68,0.020309050817966537,0.05442911759018898
69,0.020275806117680886,0.05424141883850098
70,0.020336648959506255,0.05483933910727501
71,0.020166141362276853,0.05589612200856209
72,0.0201294363579772,0.056229591369628906
73,0.020114859128034065,0.052490103989839554
74,0.02018757284655386,0.055717114359140396
75,0.020209326839487837,0.053207069635391235
76,0.020061562677636893,0.054860495030879974
77,0.02003329906675613,0.05609249323606491
78,0.019980079430043252,0.05532977730035782
79,0.019843207331039066,0.05359240621328354
80,0.019934036109493652,0.05260807275772095
81,0.020027242331466046,0.052888598293066025
82,0.019867924889663213,0.055954594165086746
83,0.019779117356227675,0.055857591331005096
84,0.019680646873361646,0.05468863621354103
85,0.01967727757628434,0.053558751940727234
86,0.01962798711637116,0.05585756525397301
87,0.01959157462468781,0.05543408542871475
88,0.01957604473924295,0.05442378669977188
89,0.019569148149890612,0.054581169039011
90,0.01952924911812085,0.053949758410453796
91,0.019546976601977996,0.05535739287734032
92,0.019683216251440868,0.05469489470124245
93,0.019496150620532015,0.055246420204639435
94,0.01948566194173294,0.05431758984923363
95,0.019522503576016825,0.055110957473516464
96,0.019443658602051477,0.05340653285384178
97,0.019533646210674143,0.054046425968408585
98,0.019441940848612567,0.05441373214125633
99,0.019439474454521495,0.053609080612659454
100,0.019337852856771302,0.05437887832522392
101,0.019337447879131643,0.05404868349432945
102,0.019340785974810065,0.05432140827178955
103,0.01929564835938567,0.055408310145139694
104,0.019299565314395178,0.054927077144384384
105,0.019300571143971556,0.05471937730908394
106,0.019276260597029055,0.0544777438044548
107,0.01927155651081981,0.05525972694158554
108,0.01926203034164473,0.05447065457701683
109,0.019263826429815202,0.05532889440655708
110,0.01924803599666604,0.05444541200995445
111,0.01921676720873003,0.05429963022470474
112,0.01923581416203076,0.05491480976343155
113,0.019231947176373672,0.05444765463471413
114,0.0192063169363745,0.05471271649003029
115,0.019205087560282615,0.05518454313278198
116,0.019182802288177793,0.05463434383273125
117,0.01917478168594896,0.054967157542705536
