trial_id,hidden_dims,activation,dropout,lr,weight_decay,batch_size,rmse_log,mae_log,r2_log,rmse_raw,mae_raw,median_relative_error,mean_relative_error
10,"[64, 32]",silu,0.0,0.0003,0.001,128,0.15353908238269853,0.10909098386764526,0.845887303352356,0.0060994077806485626,0.0035243944730609655,0.07895324379205704,0.11297067254781723
12,"[64, 32]",gelu,0.1,0.0003,0.0001,128,0.1673741183699307,0.11827469617128372,0.8168625235557556,0.006978548416052114,0.003913268446922302,0.08018694818019867,0.1187552660703659
6,"[64, 32, 16]",silu,0.0,0.0003,0.0001,256,0.1727040248468802,0.12933622300624847,0.8050130605697632,0.006615028240448763,0.004082303494215012,0.09523631632328033,0.13244573771953583
8,"[128, 64]",gelu,0.0,0.0003,0.001,128,0.19410466565349865,0.16026197373867035,0.7536953687667847,0.0070558451324876,0.004902801942080259,0.15182659029960632,0.1704082489013672
5,"[64, 32]",gelu,0.1,0.001,0.0001,256,0.20806777340608024,0.17426185309886932,0.7169845104217529,0.007753630489537251,0.0052930088713765144,0.1740519255399704,0.18396849930286407
4,"[64, 32]",gelu,0.0,0.001,0.0001,256,0.20978281316539918,0.1562456637620926,0.712299644947052,0.007950006197459641,0.004902187269181013,0.11298434436321259,0.1628871113061905
7,"[128, 64]",silu,0.05,0.0003,0.0001,256,0.24753016622773466,0.21859027445316315,0.599449872970581,0.007684445134060909,0.006302502937614918,0.2414170205593109,0.24693629145622253
11,"[64, 32]",gelu,0.0,0.0003,0.0001,256,0.27847585514539014,0.2485416978597641,0.49303770065307617,0.00856365211665545,0.007277571130543947,0.2896261215209961,0.2856857180595398
1,"[64, 32, 16]",silu,0.05,0.0003,0.0001,128,0.28605446377518473,0.25406917929649353,0.46506863832473755,0.008788648569108453,0.007383657153695822,0.2925717532634735,0.2936479151248932
2,"[64, 32, 16]",gelu,0.05,0.001,0.0001,256,0.2958047296683052,0.259819895029068,0.42798054218292236,0.009457294645732254,0.007667083293199539,0.2998632490634918,0.298006147146225
9,"[64, 32]",silu,0.0,0.001,0.001,256,0.32776798398778867,0.29590752720832825,0.2976822257041931,0.00975404477462684,0.008741968311369419,0.3612111806869507,0.3545311987400055
3,"[64, 32, 16]",gelu,0.1,0.0003,0.001,128,0.45321968339020247,0.38271018862724304,-0.34282100200653076,0.014523547964845621,0.011876620352268219,0.36365777254104614,0.4915757179260254
