feature,ref_exp_min,ref_exp_median,ref_exp_max,test_exp_p10,test_exp_p50,test_exp_p90
BT,-0.136013218266057,0.8240022519558509,1.0292265928494524,-0.7327139552654542,-0.09656723902665615,0.5800454908431454
IP,0.7478788587479365,1.2370872736340557,1.72824210492137,0.5973283912389187,1.4069423616599637,1.9270751987217447
NEL,-0.31685361593358874,-0.12267689456931122,0.1860984898322963,-0.32791982247939216,-0.030660470481355027,0.5460236972656731
PL,-0.9576936919850785,-0.5234375124487278,-0.23436458015999437,-1.0542786993818625,-0.7684935612081387,-0.49841567554344895
RGEO,0.36136049244475976,1.0092282983714027,1.3766944862296215,0.5242239458498347,1.0661106871656145,2.721535052873743
EPSILON,-2.052456657947341,-0.7287822092381171,0.8924145688197108,-0.9767344536323456,-0.18182700948117428,0.734082091195611
KAPPA,-5.112408161242448,-0.6707894389070186,1.416426149968221,-3.415930185727992,0.9828723561941832,2.431618880097984
DELTA,-0.48202659731104236,0.760546891518113,1.729793227916069,-0.48265487113726524,1.0300699410572385,2.6056070403745166
MEFF,-0.12881176685632395,0.43949289337426645,0.9850680262121008,-0.4260613615072016,0.6459129637432348,1.328110461907915
