x_mid_log,x_mid,n,exp_p10,exp_p50,exp_p90
-0.026652030997426513,0.9737,125,-0.20176801169366923,0.4334177059914879,1.225294521456717
0.264669298142708,1.303,125,-0.6031125791924726,0.13002715573295587,0.9499245946106338
0.5167453103047193,1.67656207084656,125,-0.24310259370379356,0.15051821301699744,0.6344931454750043
0.6297794756243865,1.87719656601539,125,-0.25940338894142956,0.02662586602474708,0.3330300095072647
0.6916460544336782,1.997,125,-0.4857174315800555,-0.12544257555325591,0.12625590560484373
0.7463213601645786,2.1092266425078208,124,-0.5260739735839043,-0.0740618462422876,0.4857947971337032
0.7875478559814296,2.198,126,-0.49552338094743764,-0.1945423560388861,0.06982828452017101
0.8746350566053226,2.398,125,-0.8923596656665557,-0.23205901807927284,0.4572888432503391
0.9050275395954444,2.472,125,-1.1252914466629331,-0.5948906069742287,0.030984622246643126
0.9372691382593468,2.553,125,-0.8384216216510236,-0.22750024469069022,0.4295683926044002
0.9995283304442107,2.717,125,-0.7935415603120901,-0.4106261315089379,0.12764200687817062
1.1249295969854831,3.08,125,-0.8717567329943848,-0.05610716170515152,0.4912559958830461
