x_mid_log,x_mid,n,exp_p10,exp_p50,exp_p90
0.9041910686716483,2.469933108444235,124,-0.6419171090503804,0.34626568565546867,0.988479689957257
1.1399141552374945,3.1264999600191903,126,-0.4605877751846393,0.40221129993305216,1.1226251927705344
1.2894809195678174,3.63090133666992,125,-0.5365889027556257,0.3463013400469089,1.1127671063016153
1.3847932349936236,3.9940000000000007,125,-0.9620961962149995,0.29563021344155854,0.9605913919153496
1.4973884086254774,4.47,125,-1.2425525935894763,-0.005277511366206908,0.8981343723532307
1.599387576580599,4.95,125,-0.5588013366483747,0.18026507547870083,0.9498472749210539
1.6992786164338898,5.47,125,-0.693184086050066,0.09172400866752232,0.9827986477321691
1.791187657956813,5.99657011309,125,-0.5680362649867587,0.10058028232932135,0.8273961353282157
1.8955187035189074,6.656,125,-1.002234045487097,0.05597302437842348,0.9493557230707249
2.019824224861333,7.537000000000001,125,-1.028583081716779,-0.036909476413798485,0.8140042073173013
2.1312034762384253,8.424999999999999,125,-0.6946887013688425,0.15988500013403056,1.0664742759714974
2.333114298028869,10.310000000000002,125,-1.1768333105991025,0.14631574821996324,0.8208603326129295
