TOK,SHOT,PHASE,RGEO,AMIN,EPSILON,IP,BT,NEL,PL,KAPPA,DELTA,MEFF,TAUTH,RHO*,BETA,NU*,Q95,TAU_norm,SELDB5
JET,38309,HGELM,2.898,0.9056,0.3124913733609386,2.565,2.586,6.381,17.52,1.6792487225733885,1.303,2.0,0.3502,0.004642454969553303,0.019265511533087403,0.042579886370551934,3.543,0.4528086,1
JET,38313,H,2.883,0.9194,0.3189039195282692,2.579,2.582,4.361,7.145,1.655571223618425,1.3014999999999999,1.995,0.7026,0.004952163014023395,0.015480879075640353,0.020732684057327838,3.573,0.9093299248120299,1
JET,38313,H,2.885,0.9186,0.3184055459272097,2.579,2.579,4.713,7.646,1.656890212623076,1.3014999999999999,1.995,0.6624,0.004802586943744446,0.015707658906827824,0.025543545952056056,3.565,0.8563055639097745,1
JET,38313,HGELM,2.905,0.8962,0.3085025817555938,2.569,2.577,6.214,8.827,1.7046656910978857,1.3003,1.993,0.5852,0.004375532489138075,0.016379069416692295,0.05563272266254151,3.489,0.756678575012544,1
JET,38313,HGELM,2.905,0.8985,0.30929432013769365,2.553,2.58,6.124,8.393,1.6959495800175926,1.2958,2.0,0.579,0.004264210538343185,0.015355791116638305,0.060517904815166765,3.49,0.74691,1
JET,38313,HGELM,2.911,0.8898,0.30566815527310204,2.564,2.553,6.649,7.496,1.715600476077371,1.3018,1.992,0.6978,0.004341986116945475,0.01702088866754019,0.06541859585185013,3.436,0.8943189759036144,1
JET,38321,HGELM,2.911,0.9193,0.31580212985228445,1.481,1.523,3.497,13.99,1.644533933276739,1.3229,2.0,0.1769,0.006514082773398185,0.021421026119137227,0.04774499409167152,3.722,0.13470935,1
JET,38321,HGELM,2.919,0.9151,0.31349777321000344,1.483,1.544,3.55,11.14,1.6652710586569384,1.3328,2.0,0.2409,0.006612522934701612,0.022203601238772606,0.045202974752311546,3.819,0.1859748,1
JET,38407,HGELM,2.916,0.9343,0.32040466392318245,1.472,1.555,2.997,5.807,1.6029562415140417,1.2075,2.0,0.315,0.0057555594900445695,0.014803285245935867,0.05860472384860247,3.459,0.2449125,1
JET,38407,HGELM,2.917,0.9328,0.3197805965032568,1.469,1.567,3.067,5.984,1.6043708286388867,1.2093,2.0,0.3153,0.00575695706699648,0.015107771402150035,0.05908223041590288,3.493,0.24703755000000002,1
JET,38407,HGELM,2.923,0.9282,0.31755046185425934,1.468,1.544,2.942,5.963,1.617187381874785,1.2132,2.0,0.2949,0.005781920010477525,0.014474165281160477,0.059943049803417706,3.433,0.2276628,1
JET,38409,HGELM,2.922,0.9234,0.3160164271047228,1.682,1.769,2.971,14.29,1.6047130465247688,1.233,2.0,0.1834,0.006253555187530661,0.016922321375724705,0.025925832077107643,3.422,0.1622173,1
JET,38415,HGELM,2.882,0.968,0.3358778625954198,1.668,1.804,3.755,17.07,1.537356278244807,1.1978,2.0,0.1792,0.005538678772115235,0.018437268683698944,0.04028335722855861,3.742,0.16163840000000002,1
JET,38415,HGELM,2.892,0.9673,0.33447441217150764,1.682,1.803,3.709,15.87,1.5520443434652555,1.2012,2.0,0.193,0.005537563472482577,0.018177753755648195,0.0402439432823399,3.731,0.1739895,1
JET,38415,HGELM,2.888,0.9634,0.33358725761772856,1.667,1.808,3.627,16.99,1.5531947825965475,1.1979,2.0,0.1688,0.005461135478051388,0.01714945461474297,0.04216748208841765,3.737,0.15259520000000001,1
JET,38427,HGELM,2.949,0.9345,0.31688708036622587,2.567,2.724,4.887,22.1,1.585520701370436,1.229,2.0,0.2339,0.004430504887236931,0.014309714302630516,0.029183214063023256,3.37,0.3185718,1
JET,38427,HGELM,2.938,0.9319,0.3171885636487406,2.554,2.735,4.872,22.36,1.5844653104103115,1.2209,2.0,0.2324,0.004465730287255632,0.014413002282685348,0.02808708064492444,3.357,0.317807,1
JET,38427,HGELM,2.936,0.9368,0.3190735694822888,2.555,2.738,4.759,21.58,1.5703777308422517,1.2186,2.0,0.2389,0.004467744055309914,0.014239987656493246,0.026524046367141375,3.338,0.3270541,1
JET,38429,HGELM,2.89,0.9668,0.33453287197231835,1.473,1.582,2.348,8.34,1.5582885934883106,1.1935,2.0,0.2483,0.006423523094971794,0.015468262321671972,0.023899757408222002,3.708,0.1964053,1
JET,38429,HGELM,2.895,0.9607,0.33184801381692575,1.474,1.558,2.381,8.691,1.564417612217925,1.1975,2.0,0.2461,0.006659405951340165,0.016646752755729605,0.022588126325265835,3.632,0.19171190000000002,1
JET,38581,HGELM,2.912,0.9617,0.33025412087912087,3.464,2.724,4.904,15.86,1.6002067168345915,1.2281,2.0,0.464,0.005004103492955707,0.01940018325521719,0.011944417070876972,2.719,0.6319680000000001,1
JET,38582,HGELM,2.916,0.9702,0.33271604938271604,3.457,2.719,5.401,18.15,1.5839764082508048,1.2286,2.0,0.4232,0.0048201587827336615,0.020176367513797124,0.014808520563649561,2.717,0.5753404,1
JET,38584,HGELM,2.926,0.9676,0.33069036226930965,3.446,2.724,6.13,23.86,1.5811400248587402,1.2318,2.0,0.356,0.004771702839752535,0.022321457375161304,0.017683611805561845,2.719,0.484872,1
JET,38596,HGELM,2.914,0.9233,0.31684969114619077,2.556,2.38,4.101,12.07,1.6359788998861144,1.2287,2.0,0.4137,0.005491297059704824,0.01800731199984357,0.016519797718719448,3.085,0.492303,1
JET,38703,HGELM,2.89,0.9663,0.3343598615916955,3.99,2.945,5.595,14.54,1.586372475739262,1.2189,2.0,0.5794,0.0046306817891395,0.019135397973586137,0.012306820922042945,2.552,0.8531664999999999,1
JET,38721,HSELM,2.884,0.9685,0.33581830790568656,3.848,2.967,4.147,5.184,1.571597133364294,1.2045,2.0,1.07,0.004332543541987503,0.01247219034551158,0.01182644857071568,2.609,1.5873450000000002,1
JET,38725,HGELM,2.898,0.9564,0.3300207039337474,3.854,3.02,6.376,18.05,1.5990517238404809,1.2196,2.0,0.4616,0.004275456090760112,0.01821025037708235,0.019442490655352578,2.682,0.697016,1
JET,38730,HGELM,2.892,0.9636,0.333195020746888,4.744,3.55,6.585,16.6,1.5853047146902561,1.2126000000000001,2.0,0.6072,0.0039037172183103348,0.01591584258396866,0.013911641827462495,2.548,1.07778,1
JET,38733,HGELM,2.909,0.9672,0.33248539016844275,3.951,2.965,6.298,16.5,1.5827599873103821,1.2205,2.0,0.5007,0.004280251761121446,0.01843730473901755,0.018860892786852653,2.56,0.74228775,1
JET,38873,HGELM,2.939,0.8886,0.3023477373256209,2.568,2.543,4.553,11.19,1.6136896491698005,1.2146,2.0,0.4371,0.005227916558719626,0.016783832450859775,0.020810887749550287,2.894,0.55577265,1
JET,38874,HGELM,2.928,0.8973,0.3064549180327869,2.566,2.542,4.321,11.6,1.5904288871550076,1.2117,2.0,0.4295,0.005358045635254626,0.017060666399292986,0.01698864353175186,2.893,0.5458945,1
JET,38875,HGELM,2.923,0.8973,0.30697913102976393,2.563,2.546,3.871,10.71,1.6004683159301882,1.2098,2.0,0.4128,0.005304616281053087,0.014980628261083873,0.015844782162505094,2.919,0.5254943999999999,1
JET,38880,HGELM,2.891,0.9625,0.3329297820823245,4.699,3.517,6.199,15.24,1.588155857898202,1.213,2.0,0.6554,0.00404701776659612,0.016066338295977124,0.011833566387776983,2.546,1.1525208999999998,1
JET,39335,HGELM,2.914,0.8767,0.3008579272477694,2.569,2.569,5.197,10.58,1.68807656217974,1.2017,2.0,0.4422,0.004787053540152911,0.015635611546957955,0.035470346671176704,3.096,0.5680059,1
JET,39337,HGELM,2.922,0.8703,0.29784394250513346,2.563,2.562,4.822,10.55,1.7060163991918202,1.2016,2.0,0.4134,0.004850780176388077,0.014679522667554663,0.032843638118700974,3.1,0.5295654,1
JET,39351,HGELM,2.908,0.8639,0.2970770288858322,2.558,2.573,4.503,11.25,1.7373884408256115,1.206,2.0,0.3798,0.004980021574997978,0.014236883005885683,0.02833465033060115,3.179,0.4886127,1
JET,39363,HGELM,2.903,0.9376,0.32297623148467103,2.56,2.578,5.247,10.41,1.605966742585565,1.2259,2.0,0.4868,0.004438389545325339,0.01552103459895753,0.035988233890534946,3.348,0.6274852,1
JET,39367,HGELM,2.919,0.9046,0.30990065090784513,2.557,2.564,5.057,10.69,1.616984603803015,1.2116,2.0,0.4403,0.004674001667089007,0.015442137636767843,0.033029806611642794,3.072,0.5644646000000001,1
JET,39368,HGELM,2.926,0.8834,0.3019138755980861,2.578,2.558,5.16,7.277,1.6459874455603063,1.2821,2.0,0.6583,0.004849263331516759,0.01617482538641153,0.03225102691484946,3.055,0.8419656999999999,1
JET,39369,HGELM,2.898,0.9152,0.3158040027605245,2.562,2.582,6.784,11.46,1.6577705395406146,1.2971,2.0,0.4416,0.004037158787207159,0.015819512542145555,0.07575214918583467,3.518,0.5701056,1
JET,39370,HGELM,2.883,0.9534,0.3306971904266389,2.565,2.594,6.402,12.84,1.5854119716149682,1.2911000000000001,2.0,0.4176,0.0040220554689255105,0.016079985364523132,0.058785007347027435,3.67,0.5416272,1
JET,39370,HGELM,2.884,0.9535,0.33061719833564496,2.562,2.597,6.757,13.03,1.5808588079472243,1.2843,2.0,0.3958,0.0038406349455354966,0.015478360048633039,0.07425140719906079,3.623,0.5139463,1
JET,39600,HGELM,2.953,0.8856,0.2998984083982391,2.56,2.421,6.464,10.48,1.7418402101744603,1.3167,2.0,0.5111,0.004678042562252787,0.01895084038898242,0.058936796754623016,3.227,0.61868655,1
JET,39604,HGELM,2.912,0.8629,0.29632554945054945,2.56,2.353,4.136,11.71,1.7443994293066005,1.2064,2.0,0.3667,0.00568874701880378,0.01702386954382913,0.020173162381612098,2.914,0.43142255000000007,1
JET,39608,HSELM,2.918,0.9053,0.3102467443454421,2.553,2.347,4.252,11.28,1.617792140650792,1.2058,1.992,0.3647,0.005180963792517101,0.016042189612962998,0.023765709593814504,2.806,0.42969422690763054,1
JET,39609,HSELM,2.915,0.91,0.31217838765008576,2.558,2.348,5.468,10.87,1.6021422407689898,1.208,1.996,0.4506,0.004974608653458786,0.019178832397719305,0.03494358487227237,2.81,0.5300645290581162,1
JET,39610,HGELM,2.911,0.9129,0.31360357265544486,2.557,2.352,6.494,11.41,1.5998051911932307,1.2088,1.999,0.4411,0.004609004827530789,0.01964779411812898,0.05540514149965232,2.831,0.5189930965482741,1
JET,39611,HGELM,2.903,0.9148,0.31512228728901137,2.545,2.36,6.119,11.62,1.5963058539320514,1.1967,1.976,0.3121,0.003984368817301431,0.01405459897444577,0.08961317511960108,2.822,0.372751012145749,1
JET,39612,HGELM,2.905,0.916,0.31531841652323583,2.558,2.36,6.562,11.36,1.5966417368535373,1.204,1.995,0.4003,0.004318559234670542,0.017583916123512816,0.07038122498973592,2.835,0.47353784461152876,1
JET,39614,HGELM,2.894,0.8333,0.28794056668970286,2.555,2.468,6.361,10.12,1.925522609824448,1.3059,2.0,0.5113,0.00493387982742002,0.018366604179681997,0.0588343102542857,3.541,0.6309442,1
JET,39617,HGELM,2.911,0.9314,0.31995877705255926,2.559,2.352,5.083,11.77,1.6237485878098716,1.2309,1.993,0.4429,0.00503308660445175,0.01914730491193971,0.02865856730861085,3.071,0.5226797792272955,1
JET,39618,HGELM,2.91,0.9371,0.3220274914089347,2.551,2.35,6.862,11.31,1.6113470530564746,1.2258,1.99,0.4292,0.004161070614061533,0.017911553442787734,0.08061848092331833,3.066,0.5068442211055277,1
JET,39620,HGELM,2.911,0.9321,0.3201992442459636,2.56,2.355,4.899,10.67,1.6273199635712805,1.2287,2.0,0.4432,0.00487238936491363,0.017259968597251187,0.0315238034001555,3.073,0.521868,1
JET,39622,HGELM,2.912,0.9303,0.3194711538461539,2.562,2.351,4.466,10.76,1.6260267344667525,1.2292,2.0,0.4651,0.0052736275692823725,0.018361461461711866,0.02116763705675821,3.055,0.54672505,1
JET,39623,HGELM,2.926,0.8828,0.30170881749829115,2.563,2.336,4.328,10.97,1.6451153363731177,1.2837,2.0,0.4255,0.00573511549621199,0.01895046235592985,0.018295129571324033,2.809,0.496984,1
JET,39624,HGELM,2.92,0.9235,0.31626712328767126,2.56,2.342,4.276,10.45,1.6426919880533626,1.2342,2.0,0.4702,0.005403285608334407,0.018186574967188146,0.01937764357882497,3.048,0.5506042,1
JET,39627,HGELM,2.908,0.9336,0.32104539202200827,2.564,2.353,4.843,11.71,1.6183718286207496,1.2252,2.0,0.4016,0.0048938016254438995,0.017268413898593408,0.030265407114791556,3.042,0.4724824000000001,1
JET,39629,HGELM,2.899,0.9073,0.312969989651604,2.561,2.361,5.828,11.62,1.6798147391784117,1.2992,2.0,0.4453,0.004860994401434245,0.019364004695691744,0.042337126348621974,3.198,0.52567665,1
JET,39978,HSELM,2.926,0.9446,0.3228298017771702,2.577,2.558,3.989,11.75,1.6049373184391766,1.2322,2.0,0.423,0.005001592467012047,0.015208980250215005,0.016998511232963177,3.299,0.541017,1
JET,39981,HSELM,2.921,0.9572,0.3276959945224239,2.589,2.717,3.672,13.04,1.5985748498644798,1.2379,2.0,0.3566,0.004638334376193981,0.012363907073429919,0.016667433210008232,3.58,0.48444109999999996,1
JET,39988,HSELM,2.874,0.9391,0.3267571329157968,2.578,2.604,6.942,9.5,1.6149949729650062,1.2912,2.0,0.4199,0.0033972547786607966,0.012069467218605067,0.1316650464829241,3.565,0.5467098,1
JET,40004,HSELM,2.926,0.934,0.3192071086807929,2.579,2.558,5.158,11.32,1.6314508789840856,1.24,2.0,0.4466,0.004487530646798307,0.015477952801728407,0.03583970428176136,3.345,0.5712014,1
JET,40005,HSELM,2.913,0.9451,0.32444215585307246,2.576,2.571,5.1,11.05,1.6020222036572775,1.2323,2.0,0.4464,0.004383586268606482,0.014952313383993361,0.03591710111460716,3.345,0.5738472000000001,1
JET,40008,HSELM,2.895,0.9637,0.33288428324697755,3.47,3.094,6.728,16.65,1.592566079371159,1.2318,2.0,0.4625,0.003854188592767904,0.015854742640535206,0.031069329035162317,3.122,0.7154875,1
JET,40013,HSELM,2.894,0.9644,0.33324118866620595,3.978,2.975,7.026,17.03,1.59325133554091,1.2248,2.0,0.509,0.004159428933160172,0.019311390168798136,0.023408513317906957,2.595,0.7571375,1
JET,40014,HSELM,2.893,0.9651,0.3335983408226754,3.976,2.974,6.575,16.7,1.589610804507335,1.222,2.0,0.5132,0.004275335834805158,0.019120728329049562,0.019550156359420076,2.586,0.7631284,1
JET,40017,HSELM,2.925,0.9619,0.32885470085470087,3.953,2.942,5.334,17.66,1.596737666339696,1.2273,2.0,0.4532,0.00463037963976968,0.018074639045731377,0.01237353429168136,2.535,0.6666572000000001,1
JET,40023,HGELM,2.919,0.9672,0.33134635149023633,3.973,2.954,6.151,20.25,1.5877271469167704,1.2304,2.0,0.4358,0.004479468306006431,0.019722175162137087,0.015570557271094677,2.558,0.6436766,1
JET,40268,HSELM,2.908,0.9328,0.3207702888583219,2.586,2.353,5.105,11.19,1.6271554369634451,1.2283,2.0,0.4609,0.004985106113558725,0.018855810647474585,0.02962503785546139,3.061,0.54224885,1
JET,40269,HSELM,2.911,0.9295,0.3193060803847475,2.58,2.35,5.456,12.23,1.632407936764352,1.2255,2.0,0.4214,0.00485561198279071,0.01898386651812241,0.036007140357814695,3.049,0.495145,1
JET,40271,HSELM,2.903,0.9577,0.329900103341371,3.482,2.815,5.879,19.31,1.6069979596870998,1.2298,2.0,0.4244,0.004701560886826096,0.020359641999893777,0.01680150727668749,2.824,0.597343,1
JET,40275,HSELM,2.882,0.9736,0.3378209576682859,3.979,3.551,5.25,18.09,1.5697920107589063,1.2187999999999999,2.0,0.4482,0.0038573505165571845,0.012648010466490176,0.013168077170772605,3.106,0.7957791,1
JET,40282,HSELM,2.886,0.9657,0.3346153846153846,3.969,2.986,5.585,18.58,1.593181020628526,1.2165,2.0,0.4269,0.004436005465230419,0.017507146179730728,0.014130597203585418,2.605,0.6373617,1
JET,40283,HSELM,2.898,0.9609,0.3315734989648033,3.98,2.976,6.281,20.63,1.606450461680842,1.2254,2.0,0.4353,0.004486287163311778,0.019938059638759456,0.01579916853387589,2.608,0.6477264,1
JET,40284,HGELM,2.889,0.9691,0.3354447905849775,3.959,2.984,5.03,14.42,1.5930755664093943,1.2184,2.0,0.5175,0.004500615503832336,0.016344534970895903,0.011936041651016534,2.63,0.77211,1
JET,40426,HSELM,2.91,0.9327,0.3205154639175257,2.598,2.574,4.544,11.29,1.623383989384808,1.2275,2.0,0.4526,0.004809322762954139,0.015617578504522405,0.023125759684540687,3.318,0.5824962,1
JET,40431,HSELM,2.883,0.9722,0.3372181755116198,3.982,3.545,7.334,16.03,1.571539321797901,1.2235,2.0,0.6024,0.003579744909936668,0.015173293978020311,0.025074050826565164,3.104,1.067754,1
JET,40434,HSELM,2.918,0.9683,0.3318368745716244,3.98,2.953,7.137,17.76,1.5837388841878381,1.2275,2.0,0.525,0.004272436919754494,0.02086461866869442,0.02166260747798136,2.547,0.7751625,1
JET,40439,HSELM,2.915,0.9555,0.32778730703259007,3.485,2.517,6.813,17.59,1.611567799425801,1.2327,2.0,0.4651,0.004889053551446396,0.02539644527338176,0.023674461927520627,2.502,0.5853283499999999,1
JET,40443,HSELM,2.897,0.9652,0.33317224715222643,2.983,3.122,6.156,17.93,1.5797663690349357,1.2407,2.0,0.3946,0.003820823828843597,0.014301145907405135,0.03291303654665311,3.686,0.6159706,1
JET,40444,HSELM,2.905,0.9532,0.3281239242685026,2.587,2.577,4.438,18.23,1.607654511299347,1.2449,2.0,0.327,0.005055186062548844,0.017601643793273825,0.01694966732938797,3.545,0.42133950000000003,1
JET,40448,HSELM,2.888,0.9699,0.33583795013850415,3.97,3.542,6.971,20.11,1.5723518980376154,1.2242,2.0,0.5022,0.0037714661100881146,0.015932832598921132,0.01967494724292307,3.107,0.8893962,1
JET,40457,HSELM,2.898,0.9582,0.33064182194616976,3.485,2.818,6.106,18.69,1.582768233400681,1.2144,2.0,0.4461,0.0046853829287752365,0.02102242866112923,0.017278790392538865,2.751,0.6285549,1
JET,40879,HSELM,2.9,0.9407,0.3243793103448276,3.502,3.518,4.685,19.81,1.6134349930322662,1.2234,2.0,0.3542,0.004033229302861877,0.01151970303494442,0.01344182050673556,3.369,0.6230378,1
JET,40882,HSELM,2.895,0.9309,0.3215544041450777,3.512,3.49,5.831,19.19,1.6407371058457083,1.2763,2.0,0.4144,0.003935884758808248,0.01337080092180625,0.0198238652850979,3.465,0.723128,1
JET,40890,HSELM,2.905,0.9558,0.3290189328743546,3.481,3.514,4.545,23.12,1.585557501292845,1.2225,2.0,0.3059,0.004022162224993674,0.011473889905855315,0.012402156449898743,3.388,0.5374663,1
JET,40939,HGELM,2.921,0.9412,0.3222184183498802,2.984,2.953,6.565,18.53,1.6067906592683525,1.2311,1.811,0.3591,0.0037507289301674696,0.015433521881414312,0.04117409102965572,3.301,0.5855451684152402,1
JET,40939,HGELM,2.92,0.9407,0.32215753424657534,2.98,2.952,6.793,18.7,1.6068934081476138,1.2302,1.916,0.3598,0.0038203339203800083,0.01564316460970644,0.04447323155137812,3.3,0.5543473903966598,1
JET,40939,HGELM,2.923,0.938,0.3209031816626753,2.985,2.949,6.907,18.48,1.6135138319197018,1.2309,1.984,0.3661,0.003883137608343669,0.015778750008444142,0.04620759219123385,3.29,0.5441677923387096,1
JET,40943,HGELM,2.914,0.9302,0.3192175703500343,1.982,1.974,4.877,14.51,1.614812153967931,1.2327,1.977,0.2411,0.004994647004143092,0.01819122413541908,0.06096425904851179,3.321,0.24073414264036416,1
JET,40944,HGELM,2.918,0.9266,0.31754626456477036,1.776,1.78,3.682,10.01,1.6287931132669637,1.2349999999999999,1.984,0.2876,0.005774258811127889,0.018149838620791656,0.040465446032117346,3.365,0.2580282258064516,1
JET,40946,HGELM,2.909,0.9264,0.31845995187349607,1.803,1.791,3.918,7.764,1.6235800841262897,1.226,1.975,0.3674,0.005539192448354156,0.017846000508489474,0.04837924190524574,3.296,0.33317134177215185,1
JET,40946,HGELM,2.916,0.9284,0.3183813443072702,1.79,1.784,3.512,8.44,1.6296430918400642,1.2288999999999999,1.982,0.3159,0.0056504825698930235,0.016658878785354284,0.04109767271865899,3.322,0.2843418768920283,1
JET,41436,HGELM,2.917,0.9264,0.3175865615358245,1.99,1.973,3.483,12.61,1.6195320760248293,1.2331,1.97,0.2995,0.00612885190658981,0.019471354528768126,0.019380666709013818,3.31,0.29995609137055834,1
JET,41436,HGELM,2.923,0.9223,0.3155319876838864,1.992,1.967,3.854,13.75,1.6324427781594433,1.2423,1.967,0.2939,0.006082719599339883,0.021066914356351024,0.022813379849163228,3.328,0.2939,1
JET,41436,HGELM,2.915,0.9285,0.31852487135506,1.983,1.974,3.855,13.29,1.6094904791339737,1.2328999999999999,1.968,0.2942,0.005929644840128698,0.020284954428294862,0.024112353365105695,3.316,0.29509695121951224,1
JET,41492,HGELM,2.927,0.9108,0.31117184830884864,1.478,1.471,3.0,8.535,1.6468103788634114,1.2392,1.984,0.2109,0.006226646020592486,0.016614510611008895,0.056002430376538806,3.266,0.1563678931451613,1
JET,41492,HGELM,2.922,0.9173,0.31392881587953453,1.483,1.474,2.91,8.524,1.629011200381835,1.2298,1.983,0.2217,0.006409546411420982,0.017330106169031405,0.046077030531327424,3.235,0.16479364599092283,1
JET,41492,HGELM,2.922,0.9157,0.3133812457221081,1.48,1.475,2.92,8.507,1.6396713424211709,1.2318,1.984,0.2164,0.006315695293717596,0.016816806155652633,0.049718606990610335,3.268,0.16088205645161294,1
JET,41499,HGELM,2.912,0.9327,0.32029532967032964,1.775,1.785,5.627,12.65,1.6128697866912705,1.2368000000000001,1.963,0.2542,0.004904612159671829,0.020492902719277097,0.1113293312729617,3.341,0.23114977075904222,1
JET,41499,HGELM,2.951,0.9338,0.31643510674347675,1.779,1.76,5.072,12.66,1.6120226671034494,1.2449,1.963,0.2429,0.005070712280002067,0.01979056487129337,0.09283265591228188,3.329,0.2177809475292919,1
JET,41499,HGELM,2.919,0.9238,0.31647824597464885,1.771,1.776,5.175,11.47,1.627138490383472,1.2366,1.961,0.2596,0.005002249507624492,0.019251871086019456,0.10061062496973067,3.305,0.23510943396226416,1
JET,41522,HSELM,2.902,0.9534,0.32853204686423154,2.576,2.733,3.045,7.474,1.5581312275472774,1.2181,1.969,0.5212,0.004737813495183166,0.010779568226977647,0.011893881387306389,3.424,0.7234330116810563,1
JET,41522,HSELM,2.903,0.9541,0.3286600068894247,2.578,2.733,3.116,6.804,1.5574185607348212,1.2171,1.97,0.4977,0.0043617414446304285,0.009358202070988267,0.016905188944982955,3.417,0.6904640101522842,1
JET,41522,HSELM,2.903,0.9566,0.3295211849810541,2.574,2.736,3.017,7.543,1.5592054812444263,1.2198,1.97,0.4481,0.004398326189868441,0.009261861329995536,0.01567664538983962,3.452,0.6223358375634518,1
JET,41539,HGELM,2.907,0.9349,0.3216030271757826,1.983,1.977,5.155,9.206,1.603263737101611,1.2256,1.967,0.3816,0.004828487069599111,0.018244431829086905,0.07062836904206911,3.305,0.3835400101677682,1
JET,41539,HGELM,2.915,0.9293,0.3187993138936535,1.985,1.977,5.341,9.481,1.6185938810771658,1.2305,1.966,0.3797,0.004831447305300021,0.01870936301164042,0.0754196292130851,3.314,0.38182446592065106,1
JET,41539,HGELM,2.913,0.9288,0.3188465499485067,1.981,1.973,5.262,9.336,1.6156031786343228,1.2288999999999999,1.966,0.3814,0.004863037836422877,0.018654370973248013,0.07290773234419551,3.305,0.3827579857578841,1
JET,41545,HSELM,2.916,0.9181,0.3148491083676269,0.9761,0.9837,2.078,4.046,1.6198322947687989,1.2382,1.981,0.2161,0.007575697040117587,0.0173356371289176,0.08499874108621334,3.309,0.10730821302372538,1
JET,41545,HSELM,2.917,0.9206,0.315598217346589,0.9768,0.9825,2.074,4.106,1.6092647045727342,1.2349,1.981,0.2082,0.007494132766751968,0.017024036886400154,0.08747962640946862,3.276,0.10325921251892983,1
JET,41545,HSELM,2.925,0.9141,0.31251282051282053,0.9778,0.9808,1.844,3.852,1.632742945909513,1.2418,1.98,0.2212,0.007942308073720898,0.01676988832062368,0.06459158782885141,3.286,0.10957220202020203,1
JET,41679,HSELM,2.905,0.9581,0.3298106712564544,2.584,2.73,3.762,6.414,1.575674377625153,1.2247,2.528,0.6142,0.004785995486636473,0.010689602099518443,0.023162499425957855,3.505,0.6632776898734177,1
JET,41679,HSELM,2.908,0.9494,0.3264786795048143,2.572,2.727,3.168,7.614,1.5709454218261472,1.2205,2.531,0.5531,0.005506453700324662,0.011686623009901104,0.011594976290075063,3.439,0.5959319241406559,1
JET,41687,HSELM,2.907,0.9543,0.3282765737874097,2.575,2.732,3.204,7.135,1.5638091052887853,1.2209,2.529,0.5166,0.005070800983897225,0.010134917688687729,0.015803489010924154,3.45,0.5580669039145908,1
JET,41687,HSELM,2.905,0.9564,0.3292254733218589,2.576,2.731,3.331,7.345,1.5650753199435807,1.2206,2.527,0.5057,0.004969702554671051,0.010173324241814158,0.017652364136015623,3.465,0.5465242184408389,1
JET,41738,H,2.914,0.9493,0.3257721345229924,2.588,2.722,4.178,4.447,1.5867541994950107,1.2219,2.928,0.7962,0.004638124969361085,0.009450238855211825,0.041179237347216485,3.441,0.7401831967213115,1
JET,41738,H,2.919,0.9433,0.32315861596437134,2.587,2.723,3.969,5.127,1.5972296596358766,1.2254,2.924,0.7656,0.005047428233353772,0.01051228854748154,0.028681000909979208,3.442,0.7129715458276333,1
JET,41738,H,2.924,0.9386,0.3209986320109439,2.591,2.715,5.085,6.498,1.6073604935333055,1.2297,2.918,0.6778,0.004786825474055077,0.012017538576072151,0.04678708674333127,3.439,0.630646675805346,1
JET,41738,HSELM,2.922,0.9429,0.32268993839835725,2.563,2.717,6.62,7.332,1.5957737877337475,1.2277,2.908,0.6117,0.004215157740087137,0.012285026284495721,0.09905358739177994,3.473,0.5715230055020634,1
JET,41738,HSELM,2.925,0.9399,0.32133333333333336,2.563,2.711,6.824,7.225,1.6013889166996487,1.2286,2.896,0.6256,0.004186740641891251,0.01246549258470149,0.10644589911699186,3.462,0.58563591160221,1
JET,41739,H,2.887,0.9527,0.329996536196744,0.9772,0.9997,3.028,2.198,1.556929127836953,1.2135,2.896,0.3384,0.006631937791322635,0.01425949350376982,0.35680050496648447,3.342,0.116815773480663,1
JET,41739,H,2.889,0.9467,0.3276912426445137,0.9736,0.9992,2.781,2.627,1.5674175119403726,1.2154,2.895,0.2903,0.007071296365290831,0.014707160166264967,0.26239838441081154,3.357,0.10019611744386873,1
JET,41739,H,2.896,0.9426,0.32548342541436465,0.9681,0.9971,3.373,2.854,1.576670329857311,1.2176,2.89,0.2665,0.006491030924535681,0.014926373132672154,0.46339142760199437,3.369,0.0919471107266436,1
JET,41740,HSELM,2.897,0.9634,0.3325509147393856,2.571,2.739,2.762,6.994,1.5592974252777232,1.2193,2.904,0.4894,0.005537089464032508,0.009246066137258748,0.012049675830086945,3.513,0.46159318181818176,1
JET,41740,HSELM,2.901,0.9614,0.3314029644950018,2.576,2.738,2.65,7.26,1.5609877151061309,1.2199,2.908,0.4358,0.0054564839484411145,0.008567202643825563,0.012411605682246283,3.5,0.41032338376891336,1
JET,41755,H,2.886,0.9548,0.3308385308385308,0.9772,1.002,2.606,2.147,1.5544761530876967,1.2142,2.938,0.3486,0.007151879287210452,0.014129973916820714,0.22981593042551995,3.36,0.11888944860449285,1
JET,41755,H,2.889,0.9478,0.32807199723087577,0.9738,1.001,2.677,2.474,1.5614389376030986,1.2141,2.928,0.3039,0.007185744767214075,0.014487980422533433,0.23905815303652747,3.352,0.10389477459016393,1
JET,41755,H,2.891,0.9441,0.3265652023521273,0.9685,1.001,3.008,3.082,1.5737926338752262,1.2173,2.929,0.2431,0.006810918942497653,0.014506393277528456,0.34251758082985156,3.383,0.08308060771594401,1
