epoch,train_mse,val_mse
1,0.3378425232616194,0.08971140533685684
2,0.05219178231479669,0.038836393505334854
3,0.03675493594143808,0.036090731620788574
4,0.033298091998595375,0.03381405770778656
5,0.030980131636882565,0.03239341080188751
6,0.02963564427232093,0.03055834211409092
7,0.028108088840046057,0.03281445801258087
8,0.027714833905248298,0.027832534164190292
9,0.025676810345852497,0.027331523597240448
10,0.025407350338194436,0.02745666913688183
11,0.024455732047360318,0.026713520288467407
12,0.02359230745589259,0.026050057262182236
13,0.023418149377311275,0.025568677112460136
14,0.022914955773787226,0.024519018828868866
15,0.022024249693650386,0.023925434798002243
16,0.021868939238527736,0.022912930697202682
17,0.022057614954454557,0.02285807579755783
18,0.020975819458315403,0.023515421897172928
19,0.021014295423757257,0.024927660822868347
20,0.022398885830534575,0.02373582124710083
21,0.021242115040349504,0.023574141785502434
22,0.020317113378108514,0.02149161882698536
23,0.01968311174156827,0.021137351170182228
24,0.019371024989941334,0.022463608533143997
25,0.01948826407001454,0.021659959107637405
26,0.019454088885013415,0.02219550311565399
27,0.019042364216035175,0.02044522762298584
28,0.01878652274773205,0.020756913349032402
29,0.018859303985696303,0.020702315494418144
30,0.018250171780937376,0.019800527021288872
31,0.019451289702431793,0.020349061116576195
32,0.01831353124126858,0.020076360553503036
33,0.01862829432868027,0.02059728465974331
34,0.018064128893354854,0.020199766382575035
35,0.018289452699864824,0.019490791484713554
36,0.018180076622668878,0.021733233705163002
37,0.01819981086659019,0.023128241300582886
38,0.018785322315453254,0.021700359880924225
39,0.018697545187484708,0.019753780215978622
40,0.017474832218990762,0.021336209028959274
41,0.017616023659289146,0.0201056357473135
42,0.017999367084798563,0.02103973925113678
43,0.017989000313763062,0.01993059180676937
44,0.01721138244738942,0.019495123997330666
45,0.017409420321216815,0.019034065306186676
46,0.017673271413294486,0.02013247460126877
47,0.017004907608515033,0.0193206537514925
48,0.016912824503078905,0.019369367510080338
49,0.017477788840350592,0.018409479409456253
50,0.01686879891671778,0.019440418109297752
51,0.01722307600196182,0.018389737233519554
52,0.017174612925509994,0.020293323323130608
53,0.01678193241237102,0.01841038092970848
54,0.016526232200602016,0.018457194790244102
55,0.016314094259358383,0.01942322589457035
56,0.01711017336553739,0.019320998340845108
57,0.016707020220573063,0.020422199741005898
